               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  68,            0.030534,            0.010634,                   0,             0.78914,             0.84821,             0.84169,             0.31782,            0.046803,            0.012353,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.029777,            0.010904,                   0,             0.81138,             0.88393,             0.88347,             0.33776,            0.045747,            0.012418,                   0,            0.003268,            0.003268,            0.003268
                  70,             0.03006,            0.010819,                   0,             0.89755,             0.78225,             0.84829,             0.32603,            0.047097,            0.012453,                   0,            0.003169,            0.003169,            0.003169
                  71,             0.03022,            0.010766,                   0,             0.88717,             0.79464,             0.84648,             0.32268,             0.04621,            0.012756,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.029294,            0.010709,                   0,             0.89687,             0.80357,             0.87582,             0.33488,            0.045596,            0.012509,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.028581,            0.010201,                   0,             0.86876,             0.76786,             0.83312,             0.34742,            0.047261,            0.012522,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.029609,            0.011001,                   0,             0.89271,             0.81725,             0.88389,             0.36149,            0.045683,            0.012635,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.029679,            0.010242,                   0,             0.91789,              0.8125,             0.88152,             0.35689,            0.047584,            0.012702,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.026795,            0.010559,                   0,             0.88473,              0.8125,             0.87291,             0.34904,            0.046217,            0.012713,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.027029,            0.010597,                   0,             0.90677,             0.82143,             0.87984,             0.35908,            0.046786,            0.012735,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.025904,            0.010434,                   0,             0.90604,             0.82143,             0.87674,             0.35057,            0.047378,            0.013034,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.026628,            0.010304,                   0,             0.87885,             0.83036,             0.88216,             0.35167,            0.046746,             0.01291,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.026498,            0.010334,                   0,             0.89224,              0.8132,             0.88141,             0.35362,            0.045953,            0.012887,                   0,            0.002179,            0.002179,            0.002179
                  81,             0.02572,            0.010217,                   0,             0.84749,             0.80357,              0.8341,             0.33421,            0.048202,            0.012999,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.025202,            0.010168,                   0,             0.85857,             0.82143,             0.85394,             0.33724,            0.048238,            0.013022,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.024805,           0.0099961,                   0,             0.87008,             0.83036,             0.87593,             0.33797,            0.047169,            0.013081,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.025557,             0.01009,                   0,             0.87691,             0.79464,              0.8407,             0.33086,            0.048405,            0.013007,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.023989,           0.0094417,                   0,             0.85928,              0.8178,             0.86992,             0.35243,            0.047268,            0.013179,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.024689,           0.0093415,                   0,             0.85825,             0.81093,             0.86908,             0.35282,            0.047019,            0.013167,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.024997,             0.01044,                   0,             0.85745,             0.83036,             0.85233,             0.35129,            0.047379,            0.013067,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.024436,           0.0099998,                   0,             0.89777,             0.78571,             0.84906,             0.35891,            0.047322,            0.012981,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.022928,             0.01005,                   0,             0.90874,             0.80018,              0.8532,             0.35078,            0.047275,            0.013128,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.024046,             0.01019,                   0,             0.91345,              0.8125,             0.87771,             0.34864,            0.046256,            0.013352,                   0,            0.001189,            0.001189,            0.001189
                  91,             0.02295,           0.0095825,                   0,             0.89744,             0.80357,             0.84893,             0.35356,             0.04696,            0.013372,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.022327,           0.0095008,                   0,             0.87884,             0.84821,             0.87404,              0.3417,            0.047037,            0.013309,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.022769,            0.009762,                   0,             0.89789,             0.82143,             0.85027,             0.34108,            0.047095,            0.013162,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.023027,           0.0096249,                   0,             0.88972,             0.79243,             0.82527,             0.33322,            0.047743,            0.013198,                   0,            0.000793,            0.000793,            0.000793
                  95,              0.0229,           0.0092586,                   0,             0.86956,             0.77679,             0.82133,             0.33061,            0.047998,            0.013234,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.021788,            0.010141,                   0,             0.84872,             0.82143,             0.83681,             0.33848,            0.047397,            0.013239,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.023288,            0.010191,                   0,              0.8753,             0.77679,             0.82461,             0.33157,             0.04804,            0.013152,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.021858,           0.0099256,                   0,              0.8774,             0.77679,             0.83183,             0.33325,            0.047643,             0.01316,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.022216,           0.0095765,                   0,             0.90071,             0.80996,             0.86361,             0.34022,            0.047142,            0.013145,                   0,            0.000298,            0.000298,            0.000298
