               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  53,            0.044358,            0.012459,                   0,             0.91064,             0.72321,             0.82159,              0.2992,            0.048018,            0.012226,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.041208,            0.012355,                   0,             0.83899,              0.6875,              0.7601,             0.30452,            0.047824,            0.012118,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.043207,            0.013059,                   0,             0.84853,             0.80033,              0.8348,             0.30249,            0.047491,            0.012133,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.043412,            0.013553,                   0,             0.90739,             0.78732,             0.86924,             0.33476,             0.04571,            0.012053,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.042008,            0.013049,                   0,              0.8657,             0.80357,             0.83566,             0.31584,             0.04605,            0.012015,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.042971,            0.012838,                   0,             0.92308,              0.8125,             0.88627,             0.32129,            0.045194,             0.01226,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.040057,            0.012633,                   0,             0.87278,             0.75893,             0.82417,             0.30657,            0.047233,            0.012215,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.039532,            0.013372,                   0,             0.89255,             0.72321,             0.79171,             0.29046,             0.04824,            0.012064,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.041221,            0.013736,                   0,              0.8725,             0.73323,             0.81611,             0.31542,            0.045912,            0.011956,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.041579,            0.012379,                   0,             0.83395,              0.8125,             0.86133,             0.33309,            0.045885,            0.011857,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.040974,            0.012937,                   0,             0.92258,             0.73214,             0.85744,             0.31667,            0.046629,            0.011755,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.039926,            0.013128,                   0,             0.92224,             0.72321,             0.84623,             0.31736,            0.045384,            0.011982,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.038268,             0.01315,                   0,             0.85915,             0.78571,             0.84294,              0.3204,            0.045402,            0.011919,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.040462,            0.013115,                   0,             0.92507,             0.77162,             0.87512,             0.33626,            0.045818,             0.01175,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.036695,            0.013779,                   0,             0.96872,             0.82954,             0.90833,             0.35019,            0.045063,            0.011687,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.037793,             0.01228,                   0,             0.92163,             0.83996,              0.9056,             0.34474,            0.045097,             0.01162,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.039788,            0.012675,                   0,             0.90888,              0.8015,             0.87691,             0.32236,            0.045962,            0.011695,                   0,            0.003268,            0.003268,            0.003268
                  70,             0.03813,            0.012734,                   0,             0.91754,              0.7948,             0.87396,             0.32569,            0.045358,            0.011766,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.037907,            0.012773,                   0,             0.91145,             0.82714,              0.8794,             0.32978,             0.04435,            0.011931,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.037757,             0.01262,                   0,             0.91018,             0.81431,             0.89007,             0.32954,            0.044241,            0.011839,                   0,            0.002971,            0.002971,            0.002971
