               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  33,            0.049153,            0.013998,                   0,             0.80195,             0.79464,             0.78067,             0.25339,            0.050045,            0.011634,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.049363,            0.015271,                   0,             0.80181,             0.72245,             0.72082,             0.23989,             0.05284,            0.010913,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.048314,            0.014148,                   0,               0.865,                0.75,             0.79502,              0.2674,            0.051202,            0.010522,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.047503,            0.014071,                   0,             0.82518,             0.71648,             0.74402,             0.25271,            0.053595,            0.010143,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.045094,            0.013334,                   0,             0.81116,             0.80543,             0.80878,             0.27063,            0.049425,             0.01041,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.041527,            0.013289,                   0,             0.88245,             0.82143,             0.85187,              0.2968,            0.045512,            0.010357,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.046196,            0.013243,                   0,             0.76691,             0.72321,             0.73717,             0.23129,            0.051085,            0.010106,                   0,            0.006238,            0.006238,            0.006238
                  40,             0.04567,            0.013875,                   0,             0.85773,             0.83929,             0.84758,             0.29477,            0.047322,            0.010207,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.043889,             0.01298,                   0,             0.85864,             0.77679,             0.80805,             0.29404,            0.047822,            0.010008,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.044802,            0.012894,                   0,             0.89183,             0.80978,             0.83544,             0.30819,            0.045881,             0.01009,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.042671,            0.011822,                   0,             0.84243,             0.81151,             0.81373,             0.31203,            0.046687,            0.010044,                   0,            0.005842,            0.005842,            0.005842
                  44,             0.04147,            0.012874,                   0,             0.84962,             0.82143,             0.85681,              0.3159,            0.047332,            0.010111,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.043126,             0.01337,                   0,             0.80664,             0.80357,              0.7806,              0.2586,            0.048943,            0.010288,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.042852,            0.012836,                   0,             0.78026,             0.76786,             0.77948,             0.28929,            0.048956,           0.0099049,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.041387,            0.012684,                   0,              0.9211,             0.83386,             0.87739,             0.31024,            0.046986,            0.009964,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.040578,            0.012336,                   0,             0.89422,             0.83036,             0.86647,             0.33318,            0.045881,           0.0099754,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.039055,            0.012747,                   0,             0.87026,             0.76786,             0.79725,             0.29276,             0.04647,            0.010106,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.039018,            0.012372,                   0,             0.87924,             0.78571,             0.83199,             0.31596,            0.046258,           0.0097265,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.039094,            0.012567,                   0,             0.89449,             0.78571,             0.84195,              0.3034,            0.047311,           0.0099487,                   0,             0.00505,             0.00505,             0.00505
                  52,             0.04183,            0.012862,                   0,             0.84192,             0.85595,             0.87656,             0.33894,            0.045581,           0.0098248,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.039178,            0.012626,                   0,             0.87255,             0.83036,             0.88209,             0.33696,            0.045345,           0.0099545,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.039574,            0.012294,                   0,             0.86912,             0.83008,             0.82427,             0.31213,            0.045877,            0.009985,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.040023,            0.012663,                   0,             0.88921,             0.85991,             0.88852,             0.34754,            0.045436,           0.0098181,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.038521,            0.011735,                   0,             0.87239,             0.83036,               0.844,             0.34054,            0.048002,            0.009944,                   0,            0.004555,            0.004555,            0.004555
                  57,             0.03707,            0.012416,                   0,             0.89042,             0.86607,             0.86671,             0.33934,            0.046374,           0.0099764,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.036241,            0.011284,                   0,             0.93464,             0.84821,             0.89272,             0.36142,            0.046467,           0.0098858,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.037186,            0.012555,                   0,              0.9081,             0.83929,             0.89238,             0.34543,             0.04554,           0.0098181,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.034668,             0.01234,                   0,             0.92249,             0.82143,             0.87696,              0.3251,             0.04589,           0.0099335,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.034677,             0.01147,                   0,             0.83145,             0.83683,              0.8404,             0.30796,            0.050551,           0.0099897,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.036809,            0.010902,                   0,             0.88379,             0.82143,             0.84605,             0.31232,            0.047628,            0.010066,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.033287,            0.011433,                   0,             0.87494,             0.81206,             0.85697,             0.32752,            0.048169,            0.010024,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.034824,             0.01236,                   0,              0.9028,             0.82928,             0.84854,             0.32748,            0.044947,             0.01011,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.035343,            0.011429,                   0,             0.93847,              0.8171,               0.878,             0.35141,            0.044731,           0.0098629,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.033763,            0.011392,                   0,              0.9075,             0.89286,             0.91155,             0.36089,            0.044154,           0.0098352,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.034217,            0.011513,                   0,             0.94163,             0.83036,             0.89658,             0.36381,             0.04348,           0.0097446,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.032318,            0.011603,                   0,              0.8893,               0.875,             0.89414,             0.34772,            0.045071,           0.0097599,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.033658,            0.011805,                   0,             0.91629,             0.87959,             0.90812,             0.33528,             0.04447,           0.0097389,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.032723,            0.011081,                   0,             0.90345,             0.82143,             0.88772,             0.34434,            0.044654,           0.0097055,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.031177,            0.011366,                   0,             0.89788,              0.8125,             0.85721,             0.34336,            0.043811,           0.0098972,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.032127,             0.01175,                   0,             0.87149,              0.8477,             0.88244,             0.33842,            0.044373,           0.0099821,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.031049,            0.011315,                   0,             0.87063,             0.85714,             0.87862,             0.34374,            0.044645,           0.0099163,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.031681,             0.01138,                   0,             0.84159,             0.88393,             0.89244,             0.36797,            0.043642,           0.0097866,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.031329,            0.011097,                   0,             0.85976,             0.80357,             0.86368,             0.35759,            0.044563,           0.0097704,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.029886,            0.011731,                   0,             0.89216,             0.81254,             0.87053,             0.35519,            0.044053,           0.0098038,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.030538,            0.011036,                   0,             0.90933,             0.85714,             0.89038,             0.34922,            0.045235,           0.0099478,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.030263,            0.011965,                   0,             0.83893,             0.79059,             0.82653,             0.32054,            0.046923,            0.010023,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.031035,            0.011351,                   0,              0.8907,             0.80357,             0.85045,             0.33884,            0.045565,            0.010024,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.029869,             0.01129,                   0,             0.89391,              0.8125,             0.85899,             0.33637,            0.045965,            0.010059,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.028612,            0.011053,                   0,             0.84863,             0.85714,             0.87338,             0.33315,            0.045595,           0.0099421,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.029681,            0.011387,                   0,             0.82614,             0.90179,             0.88423,              0.3473,            0.046066,           0.0097609,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.027924,            0.010926,                   0,             0.79588,             0.84821,             0.86566,             0.32756,            0.046741,           0.0097504,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.029013,            0.011221,                   0,             0.82271,             0.87014,              0.8745,             0.34249,            0.045182,           0.0098619,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.028756,            0.011237,                   0,             0.80906,             0.87015,             0.87013,             0.32994,            0.045968,           0.0099125,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.027115,            0.011083,                   0,             0.83486,             0.86607,             0.86549,             0.34836,            0.045525,           0.0099688,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.027745,            0.011605,                   0,             0.86096,             0.82931,             0.86456,             0.35143,            0.045586,           0.0098047,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.026472,             0.01091,                   0,             0.89645,             0.82143,             0.87795,             0.35752,            0.045377,           0.0097675,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.027057,            0.011453,                   0,             0.86412,             0.85714,             0.87734,              0.3528,              0.0458,           0.0098171,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.026996,            0.010567,                   0,             0.85164,             0.84821,             0.86524,             0.34645,            0.046057,           0.0097952,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.026418,           0.0099395,                   0,             0.83661,             0.83036,             0.84046,             0.35031,            0.045547,           0.0098448,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.024639,            0.010801,                   0,             0.84487,             0.83036,              0.8523,             0.33797,            0.046381,           0.0098076,                   0,            0.000991,            0.000991,            0.000991
                  93,             0.02522,            0.010501,                   0,             0.83079,             0.82143,             0.84157,             0.35892,            0.044969,           0.0098534,                   0,            0.000892,            0.000892,            0.000892
                  94,             0.02558,            0.010279,                   0,             0.86065,             0.82717,             0.85802,             0.35537,            0.045155,           0.0098486,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.025622,            0.010442,                   0,             0.85337,             0.83143,             0.85665,             0.35722,            0.045741,           0.0098457,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.024882,            0.011208,                   0,             0.89766,             0.82143,             0.86331,             0.36031,            0.045811,           0.0098877,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.024832,            0.010003,                   0,              0.8632,             0.85714,             0.86978,             0.35521,            0.045508,           0.0098314,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.025615,           0.0099398,                   0,             0.90338,              0.8125,              0.8643,             0.35392,            0.044982,           0.0098286,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.025514,            0.010373,                   0,             0.86678,             0.86607,             0.88039,             0.35306,            0.045245,           0.0098524,                   0,            0.000298,            0.000298,            0.000298
